question_id,question_var_id,answer_var_id,question,answer_options,num_scale,scale_type,question_type,subject,source,original_answering_options
723,1,2,"Would you feel better or worse about computer programs making hiring decisions if companies used these computer programs to conduct initial screenings of potential candidates, but then interviewed those candidates in the traditional way","['Much better', 'Somewhat better', 'The same', 'Somewhat worse', 'Much worse']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,BetterOrWorse,Economy & Work,Pew_American_Trends_Panel_W27.csv,"['Much better', 'Somewhat better', 'The same', 'Somewhat worse', 'Much worse']"
723,1,3,"Would you feel better or worse about computer programs making hiring decisions if companies used these computer programs to conduct initial screenings of potential candidates, but then interviewed those candidates in the traditional way","['Greatly better', 'Significantly better', 'Slightly better', 'Slightly worse', 'Significantly worse', 'Greatly worse']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,BetterOrWorse,Economy & Work,Pew_American_Trends_Panel_W27.csv,"['Greatly better', 'Significantly better', 'Slightly better', 'Slightly worse', 'Significantly worse', 'Greatly worse']"
723,1,4,"Would you feel better or worse about computer programs making hiring decisions if companies used these computer programs to conduct initial screenings of potential candidates, but then interviewed those candidates in the traditional way","['Considerably better', 'Marginally better', 'Identical', 'Marginally worse', 'Considerably worse']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,BetterOrWorse,Economy & Work,Pew_American_Trends_Panel_W27.csv,"['Considerably better', 'Marginally better', 'Identical', 'Marginally worse', 'Considerably worse']"
723,1,5,"Would you feel better or worse about computer programs making hiring decisions if companies used these computer programs to conduct initial screenings of potential candidates, but then interviewed those candidates in the traditional way","['Vastly better', 'A bit better', 'Equal', 'A bit worse', 'Vastly worse']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,BetterOrWorse,Economy & Work,Pew_American_Trends_Panel_W27.csv,"['Vastly better', 'A bit better', 'Equal', 'A bit worse', 'Vastly worse']"
724,1,1,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones near people's homes.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']"
724,1,2,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones near people's homes.,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']"
724,1,3,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones near people's homes.,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']"
724,1,4,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones near people's homes.,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']"
724,1,5,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones near people's homes.,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']"
725,1,1,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones near people's homes.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']"
725,1,2,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones near people's homes.,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']"
725,1,3,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones near people's homes.,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']"
725,1,4,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones near people's homes.,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']"
725,1,5,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones near people's homes.,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']"
726,1,1,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones near crime scenes or traffic accidents?,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']"
726,1,2,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones near crime scenes or traffic accidents?,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']"
726,1,3,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones near crime scenes or traffic accidents?,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']"
726,1,4,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones near crime scenes or traffic accidents?,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']"
726,1,5,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones near crime scenes or traffic accidents?,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']"
727,1,1,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones near crime scenes or traffic accidents?,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']"
727,1,2,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones near crime scenes or traffic accidents?,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']"
727,1,3,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones near crime scenes or traffic accidents?,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']"
727,1,4,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones near crime scenes or traffic accidents?,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']"
727,1,5,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones near crime scenes or traffic accidents?,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']"
728,1,1,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones on beaches?,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']"
728,1,2,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones on beaches?,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']"
728,1,3,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones on beaches?,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']"
728,1,4,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones on beaches?,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']"
728,1,5,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones on beaches?,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']"
729,1,1,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones on beaches?,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']"
729,1,2,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones on beaches?,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']"
729,1,3,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones on beaches?,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']"
729,1,4,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones on beaches?,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']"
729,1,5,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones on beaches?,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']"
730,1,1,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones in public parks?,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']"
730,1,2,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones in public parks?,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']"
730,1,3,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones in public parks?,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']"
730,1,4,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones in public parks?,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']"
730,1,5,How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones in public parks?,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']"
731,1,1,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones in public parks?,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']"
731,1,2,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones in public parks?,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']"
731,1,3,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones in public parks?,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']"
731,1,4,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones in public parks?,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']"
731,1,5,How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones in public parks?,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']"
732,1,1,"How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones at events, like concerts or rallies?","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']"
732,1,2,"How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones at events, like concerts or rallies?","['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']"
732,1,3,"How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones at events, like concerts or rallies?","['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']"
732,1,4,"How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones at events, like concerts or rallies?","['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']"
732,1,5,"How much do you agree or disagree with the following statement? Private citizens should be allowed to pilot drones at events, like concerts or rallies?","['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']"
733,1,1,"How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones at events, like concerts or rallies?","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']"
733,1,2,"How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones at events, like concerts or rallies?","['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Strongly agree', 'Moderately agree', 'Moderately disagree', 'Strongly disagree']"
733,1,3,"How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones at events, like concerts or rallies?","['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']","[1.0, 0.6, 0.2, -0.2, -0.6, -1.0]",6-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Completely agree', 'Mostly agree', 'Slightly agree', 'Slightly disagree', 'Mostly disagree', 'Completely disagree']"
733,1,4,"How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones at events, like concerts or rallies?","['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Totally agree', 'Mostly agree', 'Neither agree nor disagree', 'Mostly disagree', 'Totally disagree']"
733,1,5,"How much do you agree or disagree with the following statement? Private citizens should not be allowed to pilot drones at events, like concerts or rallies?","['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']","[1.0, 0.33333333, -0.33333333, -1.0]",4-bipolar,Agreement,General Opinion,Pew_American_Trends_Panel_W27.csv,"['Absolutely agree', 'Partly agree', 'Partly disagree', 'Absolutely disagree']"
734,1,1,How much do you think men and women differ when it comes to their hobbies and personal interests?,"['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['A lot', 'A fair amount', 'Not too much', 'None at all']"
734,1,2,How much do you think men and women differ when it comes to their hobbies and personal interests?,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']"
734,1,3,How much do you think men and women differ when it comes to their hobbies and personal interests?,"['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['Substantially', 'Considerably', 'Minimally', 'Not at all']"
734,1,4,How much do you think men and women differ when it comes to their hobbies and personal interests?,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']"
734,1,5,How much do you think men and women differ when it comes to their hobbies and personal interests?,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']"
735,1,1,How much do you think men and women differ when it comes to their physical abilities?,"['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['A lot', 'A fair amount', 'Not too much', 'None at all']"
735,1,2,How much do you think men and women differ when it comes to their physical abilities?,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']"
735,1,3,How much do you think men and women differ when it comes to their physical abilities?,"['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['Substantially', 'Considerably', 'Minimally', 'Not at all']"
735,1,4,How much do you think men and women differ when it comes to their physical abilities?,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']"
735,1,5,How much do you think men and women differ when it comes to their physical abilities?,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']"
736,1,1,How much do you think men and women differ when it comes to their approach to parenting?,"['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['A lot', 'A fair amount', 'Not too much', 'None at all']"
736,1,2,How much do you think men and women differ when it comes to their approach to parenting?,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']"
736,1,3,How much do you think men and women differ when it comes to their approach to parenting?,"['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['Substantially', 'Considerably', 'Minimally', 'Not at all']"
736,1,4,How much do you think men and women differ when it comes to their approach to parenting?,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']"
736,1,5,How much do you think men and women differ when it comes to their approach to parenting?,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']"
737,1,1,How much do you think men and women differ when it comes to how they express their feelings?,"['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['A lot', 'A fair amount', 'Not too much', 'None at all']"
737,1,2,How much do you think men and women differ when it comes to how they express their feelings?,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']"
737,1,3,How much do you think men and women differ when it comes to how they express their feelings?,"['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W29.csv,"['Substantially', 'Considerably', 'Minimally', 'Not at all']"
